Goods code;Add code;Order No.;Origin;Measure type;Excluded country code;Origin code;Meas. type code;Excluded country
0203191500;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203191500;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203191500;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203195510;;090118;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203195510;;090118;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203195510;;090118;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203195515;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203195515;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203195515;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203195515;;094038;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
0203195515;;094038;ERGA OMNES;Non preferential tariff quota;United Kingdom;1011;122;GB
0203195515;;094038;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
0203195525;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203195525;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203195525;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203195525;;094038;ERGA OMNES;Non preferential tariff quota;United Kingdom;1011;122;GB
0203195525;;094038;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
0203195525;;094038;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
0203195530;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203195530;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203195530;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203195530;;094038;ERGA OMNES;Non preferential tariff quota;United Kingdom;1011;122;GB
0203195530;;094038;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
0203195530;;094038;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
0203195590;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203195590;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203195590;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203195900;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203195900;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203195900;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203211000;;090122;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203211000;;090122;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203211000;;090122;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203221100;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203221100;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203221100;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203221900;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203221900;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203221900;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203291100;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203291100;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203291100;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203291300;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203291300;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203291300;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203291500;;090119;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203291500;;090119;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203291500;;090119;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203291500;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203291500;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203291500;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203295520;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203295520;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203295520;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203295520;;094038;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
0203295520;;094038;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
0203295520;;094038;ERGA OMNES;Non preferential tariff quota;United Kingdom;1011;122;GB
0203295530;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203295530;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203295530;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203295530;;094038;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
0203295530;;094038;ERGA OMNES;Non preferential tariff quota;United Kingdom;1011;122;GB
0203295530;;094038;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
0203295591;;090118;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203295591;;090118;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203295591;;090118;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203295592;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203295592;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203295592;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203295592;;094038;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
0203295592;;094038;ERGA OMNES;Non preferential tariff quota;United Kingdom;1011;122;GB
0203295592;;094038;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
0203295599;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203295599;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0203295599;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203295900;;090123;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0203295900;;090123;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0203295900;;090123;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0204000000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0204000000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0204000000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0204000000;;;All third countries;Veterinary control;Norway;1008;410;NO
0204000000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0204000000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0204000000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0204000000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0204000000;;;CARIFORUM;Tariff preference;Haiti;1033;142;HT
0204100000;;092015;Member countries of WTO;Non preferential tariff quota;Russian Federation;2500;122;RU
0204100000;;092015;Member countries of WTO;Non preferential tariff quota;Australia;2500;122;AU
0204100000;;092015;Member countries of WTO;Non preferential tariff quota;United Kingdom;2500;122;GB
0204100000;;092015;Member countries of WTO;Non preferential tariff quota;Argentina;2500;122;AR
0204100000;;092015;Member countries of WTO;Non preferential tariff quota;Iceland;2500;122;IS
0204100000;;092015;Member countries of WTO;Non preferential tariff quota;New Zealand;2500;122;NZ
0204100000;;092015;Member countries of WTO;Non preferential tariff quota;Chile;2500;122;CL
0204100000;;092015;Member countries of WTO;Non preferential tariff quota;Uruguay;2500;122;UY
0204100000;;092016;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0204100000;;092016;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0204100000;;092016;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0204210000;;092015;Member countries of WTO;Non preferential tariff quota;Argentina;2500;122;AR
0204210000;;092015;Member countries of WTO;Non preferential tariff quota;Chile;2500;122;CL
0204210000;;092015;Member countries of WTO;Non preferential tariff quota;Australia;2500;122;AU
0204210000;;092015;Member countries of WTO;Non preferential tariff quota;United Kingdom;2500;122;GB
0204210000;;092015;Member countries of WTO;Non preferential tariff quota;New Zealand;2500;122;NZ
0204210000;;092015;Member countries of WTO;Non preferential tariff quota;Iceland;2500;122;IS
0204210000;;092015;Member countries of WTO;Non preferential tariff quota;Russian Federation;2500;122;RU
0204210000;;092015;Member countries of WTO;Non preferential tariff quota;Uruguay;2500;122;UY
0204210000;;092016;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0204210000;;092016;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0204210000;;092016;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0204220000;;092015;Member countries of WTO;Non preferential tariff quota;Russian Federation;2500;122;RU
0204220000;;092015;Member countries of WTO;Non preferential tariff quota;Argentina;2500;122;AR
0204220000;;092015;Member countries of WTO;Non preferential tariff quota;Iceland;2500;122;IS
0204220000;;092015;Member countries of WTO;Non preferential tariff quota;Chile;2500;122;CL
0204220000;;092015;Member countries of WTO;Non preferential tariff quota;Uruguay;2500;122;UY
0204220000;;092015;Member countries of WTO;Non preferential tariff quota;United Kingdom;2500;122;GB
0204220000;;092015;Member countries of WTO;Non preferential tariff quota;Australia;2500;122;AU
0204220000;;092015;Member countries of WTO;Non preferential tariff quota;New Zealand;2500;122;NZ
0204220000;;092016;All third countries;Non preferential tariff quota;Russian Federation;1008;122;RU
0204220000;;092016;All third countries;Non preferential tariff quota;United Kingdom;1008;122;GB
0204220000;;092016;All third countries;Non preferential tariff quota;Belarus;1008;122;BY
0204230011;;092171;Member countries of WTO;Non preferential tariff quota;Chile;2500;122;CL
0204230011;;092171;Member countries of WTO;Non preferential tariff quota;Uruguay;2500;122;UY
0204230011;;092171;Member countries of WTO;Non preferential tariff quota;United Kingdom;2500;122;GB
0204230011;;092171;Member countries of WTO;Non preferential tariff quota;Australia;2500;122;AU
0204230011;;092171;Member countries of WTO;Non preferential tariff quota;New Zealand;2500;122;NZ
0204230011;;092171;Member countries of WTO;Non preferential tariff quota;Argentina;2500;122;AR
0204230011;;092171;Member countries of WTO;Non preferential tariff quota;Iceland;2500;122;IS
