Goods code;Add code;Order No.;Origin code;Meas. type code;Meas. cond;Sequence;Certificate;Cond. amount;Mon. unit;Meas. unit;Meas. unit qual;Meas. action
2204219700;;091570;XK;143;B;1;C014;;;;;27
2204219700;;091570;XK;143;B;2;C015;;;;;27
2204219700;;091570;XK;143;B;3;;;;;;07
2204219700;;091572;XK;143;B;1;C014;;;;;27
2204219700;;091572;XK;143;B;2;C015;;;;;27
2204219700;;091572;XK;143;B;3;;;;;;07
2204219700;;;1006;142;B;1;U088;;;;;27
2204219700;;;1006;142;B;2;;;;;;07
2204219800;;091380;IL;143;Y;1;Y864;;;;;27
2204219800;;091380;IL;143;Y;3;;;;;;07
2204219800;;;1006;142;B;1;U088;;;;;27
2204219800;;;1006;142;B;2;;;;;;07
2204219811;;091526;XS;143;B;1;C014;;;;;27
2204219811;;091526;XS;143;B;2;C015;;;;;27
2204219811;;091526;XS;143;B;3;;;;;;07
2204219811;;091558;MK;143;B;1;C014;;;;;27
2204219811;;091558;MK;143;B;2;C015;;;;;27
2204219811;;091558;MK;143;B;3;;;;;;07
2204219811;;091570;XK;143;B;1;C014;;;;;27
2204219811;;091570;XK;143;B;2;C015;;;;;27
2204219811;;091570;XK;143;B;3;;;;;;07
2204219811;;091572;XK;143;B;1;C014;;;;;27
2204219811;;091572;XK;143;B;2;C015;;;;;27
2204219811;;091572;XK;143;B;3;;;;;;07
2204219821;;091526;XS;143;B;1;C014;;;;;27
2204219821;;091526;XS;143;B;2;C015;;;;;27
2204219821;;091526;XS;143;B;3;;;;;;07
2204219821;;091558;MK;143;B;1;C014;;;;;27
2204219821;;091558;MK;143;B;2;C015;;;;;27
2204219821;;091558;MK;143;B;3;;;;;;07
2204219821;;091570;XK;143;B;1;C014;;;;;27
2204219821;;091570;XK;143;B;2;C015;;;;;27
2204219821;;091570;XK;143;B;3;;;;;;07
2204219821;;091572;XK;143;B;1;C014;;;;;27
2204219821;;091572;XK;143;B;2;C015;;;;;27
2204219821;;091572;XK;143;B;3;;;;;;07
2204219831;;091526;XS;143;B;1;C014;;;;;27
2204219831;;091526;XS;143;B;2;C015;;;;;27
2204219831;;091526;XS;143;B;3;;;;;;07
2204219831;;091558;MK;143;B;1;C014;;;;;27
2204219831;;091558;MK;143;B;2;C015;;;;;27
2204219831;;091558;MK;143;B;3;;;;;;07
2204219831;;091570;XK;143;B;1;C014;;;;;27
2204219831;;091570;XK;143;B;2;C015;;;;;27
2204219831;;091570;XK;143;B;3;;;;;;07
2204219831;;091572;XK;143;B;1;C014;;;;;27
2204219831;;091572;XK;143;B;2;C015;;;;;27
2204219831;;091572;XK;143;B;3;;;;;;07
2204219841;;091526;XS;143;B;1;C014;;;;;27
2204219841;;091526;XS;143;B;2;C015;;;;;27
2204219841;;091526;XS;143;B;3;;;;;;07
2204219841;;091558;MK;143;B;1;C014;;;;;27
2204219841;;091558;MK;143;B;2;C015;;;;;27
2204219841;;091558;MK;143;B;3;;;;;;07
2204219841;;091570;XK;143;B;1;C014;;;;;27
2204219841;;091570;XK;143;B;2;C015;;;;;27
2204219841;;091570;XK;143;B;3;;;;;;07
2204219841;;091572;XK;143;B;1;C014;;;;;27
2204219841;;091572;XK;143;B;2;C015;;;;;27
2204219841;;091572;XK;143;B;3;;;;;;07
2204219851;;091526;XS;143;B;1;C014;;;;;27
2204219851;;091526;XS;143;B;2;C015;;;;;27
2204219851;;091526;XS;143;B;3;;;;;;07
2204219851;;091558;MK;143;B;1;C014;;;;;27
2204219851;;091558;MK;143;B;2;C015;;;;;27
2204219851;;091558;MK;143;B;3;;;;;;07
2204219851;;091570;XK;143;B;1;C014;;;;;27
2204219851;;091570;XK;143;B;2;C015;;;;;27
2204219851;;091570;XK;143;B;3;;;;;;07
2204219851;;091572;XK;143;B;1;C014;;;;;27
2204219851;;091572;XK;143;B;2;C015;;;;;27
2204219851;;091572;XK;143;B;3;;;;;;07
2204221000;;091380;IL;143;Y;1;Y864;;;;;27
2204221000;;091380;IL;143;Y;3;;;;;;07
2204221000;;091527;XS;143;B;1;C014;;;;;27
2204221000;;091527;XS;143;B;2;C015;;;;;27
2204221000;;091527;XS;143;B;3;;;;;;07
2204221000;;091559;MK;143;B;1;C014;;;;;27
2204221000;;091559;MK;143;B;2;C015;;;;;27
2204221000;;091559;MK;143;B;3;;;;;;07
2204221000;;091570;XK;143;B;1;C014;;;;;27
2204221000;;091570;XK;143;B;2;C015;;;;;27
2204221000;;091570;XK;143;B;3;;;;;;07
2204221000;;;1006;142;B;1;U088;;;;;27
2204221000;;;1006;142;B;2;;;;;;07
2204229300;;091380;IL;143;Y;1;Y864;;;;;27
2204229300;;091380;IL;143;Y;3;;;;;;07
2204229300;;091527;XS;143;B;1;C014;;;;;27
2204229300;;091527;XS;143;B;2;C015;;;;;27
2204229300;;091527;XS;143;B;3;;;;;;07
2204229300;;091559;MK;143;B;1;C014;;;;;27
2204229300;;091559;MK;143;B;2;C015;;;;;27
2204229300;;091559;MK;143;B;3;;;;;;07
2204229300;;091570;XK;143;B;1;C014;;;;;27
2204229300;;091570;XK;143;B;2;C015;;;;;27
2204229300;;091570;XK;143;B;3;;;;;;07
2204229300;;;1006;142;B;1;U088;;;;;27
2204229300;;;1006;142;B;2;;;;;;07
2204229310;;091530;ME;143;B;1;Y085;;;;;27
2204229310;;091530;ME;143;B;2;;;;;;07
2204229320;;091530;ME;143;B;1;Y085;;;;;27
2204229320;;091530;ME;143;B;2;;;;;;07
2204229400;;091380;IL;143;Y;1;Y864;;;;;27
2204229400;;091380;IL;143;Y;3;;;;;;07
2204229400;;;1006;142;B;1;U088;;;;;27
2204229400;;;1006;142;B;2;;;;;;07
2204229411;;091527;XS;143;B;1;C014;;;;;27
2204229411;;091527;XS;143;B;2;C015;;;;;27
2204229411;;091527;XS;143;B;3;;;;;;07
2204229411;;091530;ME;143;B;1;Y085;;;;;27
2204229411;;091530;ME;143;B;2;;;;;;07
2204229411;;091559;MK;143;B;1;C014;;;;;27
2204229411;;091559;MK;143;B;2;C015;;;;;27
2204229411;;091559;MK;143;B;3;;;;;;07
2204229411;;091570;XK;143;B;1;C014;;;;;27
2204229411;;091570;XK;143;B;2;C015;;;;;27
2204229411;;091570;XK;143;B;3;;;;;;07
2204229421;;091527;XS;143;B;1;C014;;;;;27
2204229421;;091527;XS;143;B;2;C015;;;;;27
2204229421;;091527;XS;143;B;3;;;;;;07
2204229421;;091530;ME;143;B;1;Y085;;;;;27
2204229421;;091530;ME;143;B;2;;;;;;07
2204229421;;091559;MK;143;B;1;C014;;;;;27
2204229421;;091559;MK;143;B;2;C015;;;;;27
2204229421;;091559;MK;143;B;3;;;;;;07
2204229421;;091570;XK;143;B;1;C014;;;;;27
2204229421;;091570;XK;143;B;2;C015;;;;;27
2204229421;;091570;XK;143;B;3;;;;;;07
2204229431;;091527;XS;143;B;1;C014;;;;;27
2204229431;;091527;XS;143;B;2;C015;;;;;27
2204229431;;091527;XS;143;B;3;;;;;;07
2204229431;;091559;MK;143;B;1;C014;;;;;27
2204229431;;091559;MK;143;B;2;C015;;;;;27
2204229431;;091559;MK;143;B;3;;;;;;07
2204229431;;091570;XK;143;B;1;C014;;;;;27
2204229431;;091570;XK;143;B;2;C015;;;;;27
2204229431;;091570;XK;143;B;3;;;;;;07
2204229441;;091527;XS;143;B;1;C014;;;;;27
2204229441;;091527;XS;143;B;2;C015;;;;;27
2204229441;;091527;XS;143;B;3;;;;;;07
2204229441;;091559;MK;143;B;1;C014;;;;;27
2204229441;;091559;MK;143;B;2;C015;;;;;27
2204229441;;091559;MK;143;B;3;;;;;;07
2204229441;;091570;XK;143;B;1;C014;;;;;27
2204229441;;091570;XK;143;B;2;C015;;;;;27
2204229441;;091570;XK;143;B;3;;;;;;07
2204229451;;091527;XS;143;B;1;C014;;;;;27
2204229451;;091527;XS;143;B;2;C015;;;;;27
2204229451;;091527;XS;143;B;3;;;;;;07
2204229451;;091559;MK;143;B;1;C014;;;;;27
2204229451;;091559;MK;143;B;2;C015;;;;;27
2204229451;;091559;MK;143;B;3;;;;;;07
2204229451;;091570;XK;143;B;1;C014;;;;;27
2204229451;;091570;XK;143;B;2;C015;;;;;27
2204229451;;091570;XK;143;B;3;;;;;;07
2204229500;;091380;IL;143;Y;1;Y864;;;;;27
2204229500;;091380;IL;143;Y;3;;;;;;07
2204229500;;091527;XS;143;B;1;C014;;;;;27
2204229500;;091527;XS;143;B;2;C015;;;;;27
2204229500;;091527;XS;143;B;3;;;;;;07
2204229500;;091559;MK;143;B;1;C014;;;;;27
2204229500;;091559;MK;143;B;2;C015;;;;;27
2204229500;;091559;MK;143;B;3;;;;;;07
2204229500;;091570;XK;143;B;1;C014;;;;;27
2204229500;;091570;XK;143;B;2;C015;;;;;27
2204229500;;091570;XK;143;B;3;;;;;;07
2204229500;;;1006;142;B;1;U088;;;;;27
2204229500;;;1006;142;B;2;;;;;;07
2204229510;;091530;ME;143;B;1;Y085;;;;;27
2204229510;;091530;ME;143;B;2;;;;;;07
2204229520;;091530;ME;143;B;1;Y085;;;;;27
2204229520;;091530;ME;143;B;2;;;;;;07
2204229600;;091380;IL;143;Y;1;Y864;;;;;27
2204229600;;091380;IL;143;Y;3;;;;;;07
2204229600;;;1006;142;B;1;U088;;;;;27
2204229600;;;1006;142;B;2;;;;;;07
2204229611;;091527;XS;143;B;1;C014;;;;;27
2204229611;;091527;XS;143;B;2;C015;;;;;27
2204229611;;091527;XS;143;B;3;;;;;;07
2204229611;;091530;ME;143;B;1;Y085;;;;;27
2204229611;;091530;ME;143;B;2;;;;;;07
2204229611;;091559;MK;143;B;1;C014;;;;;27
2204229611;;091559;MK;143;B;2;C015;;;;;27
2204229611;;091559;MK;143;B;3;;;;;;07
2204229611;;091570;XK;143;B;1;C014;;;;;27
2204229611;;091570;XK;143;B;2;C015;;;;;27
2204229611;;091570;XK;143;B;3;;;;;;07
2204229621;;091527;XS;143;B;1;C014;;;;;27
2204229621;;091527;XS;143;B;2;C015;;;;;27
2204229621;;091527;XS;143;B;3;;;;;;07
2204229621;;091530;ME;143;B;1;Y085;;;;;27
2204229621;;091530;ME;143;B;2;;;;;;07
2204229621;;091559;MK;143;B;1;C014;;;;;27
2204229621;;091559;MK;143;B;2;C015;;;;;27
2204229621;;091559;MK;143;B;3;;;;;;07
2204229621;;091570;XK;143;B;1;C014;;;;;27
2204229621;;091570;XK;143;B;2;C015;;;;;27
2204229621;;091570;XK;143;B;3;;;;;;07
2204229631;;091527;XS;143;B;1;C014;;;;;27
2204229631;;091527;XS;143;B;2;C015;;;;;27
2204229631;;091527;XS;143;B;3;;;;;;07
2204229631;;091559;MK;143;B;1;C014;;;;;27
2204229631;;091559;MK;143;B;2;C015;;;;;27
2204229631;;091559;MK;143;B;3;;;;;;07
2204229631;;091570;XK;143;B;1;C014;;;;;27
2204229631;;091570;XK;143;B;2;C015;;;;;27
2204229631;;091570;XK;143;B;3;;;;;;07
2204229641;;091527;XS;143;B;1;C014;;;;;27
2204229641;;091527;XS;143;B;2;C015;;;;;27
2204229641;;091527;XS;143;B;3;;;;;;07
2204229641;;091559;MK;143;B;1;C014;;;;;27
2204229641;;091559;MK;143;B;2;C015;;;;;27
2204229641;;091559;MK;143;B;3;;;;;;07
2204229641;;091570;XK;143;B;1;C014;;;;;27
2204229641;;091570;XK;143;B;2;C015;;;;;27
2204229641;;091570;XK;143;B;3;;;;;;07
2204229651;;091527;XS;143;B;1;C014;;;;;27
2204229651;;091527;XS;143;B;2;C015;;;;;27
2204229651;;091527;XS;143;B;3;;;;;;07
2204229651;;091559;MK;143;B;1;C014;;;;;27
2204229651;;091559;MK;143;B;2;C015;;;;;27
2204229651;;091559;MK;143;B;3;;;;;;07
2204229651;;091570;XK;143;B;1;C014;;;;;27
2204229651;;091570;XK;143;B;2;C015;;;;;27
2204229651;;091570;XK;143;B;3;;;;;;07
2204229700;;091380;IL;143;Y;1;Y864;;;;;27
2204229700;;091380;IL;143;Y;3;;;;;;07
2204229700;;091527;XS;143;B;1;C014;;;;;27
2204229700;;091527;XS;143;B;2;C015;;;;;27
2204229700;;091527;XS;143;B;3;;;;;;07
2204229700;;091559;MK;143;B;1;C014;;;;;27
2204229700;;091559;MK;143;B;2;C015;;;;;27
2204229700;;091559;MK;143;B;3;;;;;;07
2204229700;;091570;XK;143;B;1;C014;;;;;27
2204229700;;091570;XK;143;B;2;C015;;;;;27
2204229700;;091570;XK;143;B;3;;;;;;07
2204229700;;;1006;142;B;1;U088;;;;;27
2204229700;;;1006;142;B;2;;;;;;07
2204229710;;091530;ME;143;B;1;Y085;;;;;27
2204229710;;091530;ME;143;B;2;;;;;;07
2204229720;;091530;ME;143;B;1;Y085;;;;;27
2204229720;;091530;ME;143;B;2;;;;;;07
2204229800;;091380;IL;143;Y;1;Y864;;;;;27
2204229800;;091380;IL;143;Y;3;;;;;;07
2204229800;;;1006;142;B;1;U088;;;;;27
2204229800;;;1006;142;B;2;;;;;;07
2204229811;;091527;XS;143;B;1;C014;;;;;27
2204229811;;091527;XS;143;B;2;C015;;;;;27
2204229811;;091527;XS;143;B;3;;;;;;07
2204229811;;091530;ME;143;B;1;Y085;;;;;27
2204229811;;091530;ME;143;B;2;;;;;;07
2204229811;;091559;MK;143;B;1;C014;;;;;27
2204229811;;091559;MK;143;B;2;C015;;;;;27
2204229811;;091559;MK;143;B;3;;;;;;07
2204229811;;091570;XK;143;B;1;C014;;;;;27
2204229811;;091570;XK;143;B;2;C015;;;;;27
2204229811;;091570;XK;143;B;3;;;;;;07
2204229821;;091527;XS;143;B;1;C014;;;;;27
2204229821;;091527;XS;143;B;2;C015;;;;;27
2204229821;;091527;XS;143;B;3;;;;;;07
2204229821;;091530;ME;143;B;1;Y085;;;;;27
2204229821;;091530;ME;143;B;2;;;;;;07
2204229821;;091559;MK;143;B;1;C014;;;;;27
2204229821;;091559;MK;143;B;2;C015;;;;;27
2204229821;;091559;MK;143;B;3;;;;;;07
2204229821;;091570;XK;143;B;1;C014;;;;;27
2204229821;;091570;XK;143;B;2;C015;;;;;27
2204229821;;091570;XK;143;B;3;;;;;;07
2204229831;;091527;XS;143;B;1;C014;;;;;27
2204229831;;091527;XS;143;B;2;C015;;;;;27
2204229831;;091527;XS;143;B;3;;;;;;07
2204229831;;091559;MK;143;B;1;C014;;;;;27
2204229831;;091559;MK;143;B;2;C015;;;;;27
2204229831;;091559;MK;143;B;3;;;;;;07
2204229831;;091570;XK;143;B;1;C014;;;;;27
2204229831;;091570;XK;143;B;2;C015;;;;;27
2204229831;;091570;XK;143;B;3;;;;;;07
2204229841;;091527;XS;143;B;1;C014;;;;;27
2204229841;;091527;XS;143;B;2;C015;;;;;27
2204229841;;091527;XS;143;B;3;;;;;;07
2204229841;;091559;MK;143;B;1;C014;;;;;27
2204229841;;091559;MK;143;B;2;C015;;;;;27
2204229841;;091559;MK;143;B;3;;;;;;07
2204229841;;091570;XK;143;B;1;C014;;;;;27
2204229841;;091570;XK;143;B;2;C015;;;;;27
2204229841;;091570;XK;143;B;3;;;;;;07
2204229851;;091527;XS;143;B;1;C014;;;;;27
2204229851;;091527;XS;143;B;2;C015;;;;;27
2204229851;;091527;XS;143;B;3;;;;;;07
2204229851;;091559;MK;143;B;1;C014;;;;;27
2204229851;;091559;MK;143;B;2;C015;;;;;27
2204229851;;091559;MK;143;B;3;;;;;;07
2204229851;;091570;XK;143;B;1;C014;;;;;27
2204229851;;091570;XK;143;B;2;C015;;;;;27
2204229851;;091570;XK;143;B;3;;;;;;07
2204291000;;091380;IL;143;Y;1;Y864;;;;;27
2204291000;;091380;IL;143;Y;3;;;;;;07
2204291000;;091527;XS;143;B;1;C014;;;;;27
2204291000;;091527;XS;143;B;2;C015;;;;;27
2204291000;;091527;XS;143;B;3;;;;;;07
2204291000;;091559;MK;143;B;1;C014;;;;;27
2204291000;;091559;MK;143;B;2;C015;;;;;27
2204291000;;091559;MK;143;B;3;;;;;;07
2204291000;;091570;XK;143;B;1;C014;;;;;27
2204291000;;091570;XK;143;B;2;C015;;;;;27
2204291000;;091570;XK;143;B;3;;;;;;07
2204291000;;;1006;142;B;1;U088;;;;;27
2204291000;;;1006;142;B;2;;;;;;07
2204299300;;091380;IL;143;Y;1;Y864;;;;;27
2204299300;;091380;IL;143;Y;3;;;;;;07
2204299300;;091527;XS;143;B;1;C014;;;;;27
2204299300;;091527;XS;143;B;2;C015;;;;;27
2204299300;;091527;XS;143;B;3;;;;;;07
2204299300;;091559;MK;143;B;1;C014;;;;;27
2204299300;;091559;MK;143;B;2;C015;;;;;27
2204299300;;091559;MK;143;B;3;;;;;;07
2204299300;;091570;XK;143;B;1;C014;;;;;27
2204299300;;091570;XK;143;B;2;C015;;;;;27
2204299300;;091570;XK;143;B;3;;;;;;07
2204299300;;;1006;142;B;1;U088;;;;;27
2204299300;;;1006;142;B;2;;;;;;07
2204299310;;091530;ME;143;B;1;Y085;;;;;27
2204299310;;091530;ME;143;B;2;;;;;;07
2204299320;;091530;ME;143;B;1;Y085;;;;;27
2204299320;;091530;ME;143;B;2;;;;;;07
2204299400;;091380;IL;143;Y;1;Y864;;;;;27
2204299400;;091380;IL;143;Y;3;;;;;;07
2204299400;;;1006;142;B;1;U088;;;;;27
2204299400;;;1006;142;B;2;;;;;;07
2204299411;;091527;XS;143;B;1;C014;;;;;27
2204299411;;091527;XS;143;B;2;C015;;;;;27
2204299411;;091527;XS;143;B;3;;;;;;07
2204299411;;091530;ME;143;B;1;Y085;;;;;27
2204299411;;091530;ME;143;B;2;;;;;;07
2204299411;;091559;MK;143;B;1;C014;;;;;27
2204299411;;091559;MK;143;B;2;C015;;;;;27
2204299411;;091559;MK;143;B;3;;;;;;07
2204299411;;091570;XK;143;B;1;C014;;;;;27
2204299411;;091570;XK;143;B;2;C015;;;;;27
2204299411;;091570;XK;143;B;3;;;;;;07
2204299421;;091527;XS;143;B;1;C014;;;;;27
2204299421;;091527;XS;143;B;2;C015;;;;;27
2204299421;;091527;XS;143;B;3;;;;;;07
2204299421;;091530;ME;143;B;1;Y085;;;;;27
2204299421;;091530;ME;143;B;2;;;;;;07
2204299421;;091559;MK;143;B;1;C014;;;;;27
2204299421;;091559;MK;143;B;2;C015;;;;;27
2204299421;;091559;MK;143;B;3;;;;;;07
2204299421;;091570;XK;143;B;1;C014;;;;;27
2204299421;;091570;XK;143;B;2;C015;;;;;27
2204299421;;091570;XK;143;B;3;;;;;;07
2204299431;;091527;XS;143;B;1;C014;;;;;27
2204299431;;091527;XS;143;B;2;C015;;;;;27
2204299431;;091527;XS;143;B;3;;;;;;07
